id,smiles
X2982,CCOc1ccccc1C(C)(C)O
X2983,NC(=O)CN1CCN(CCO)CC1
X2984,COC(=O)Cc1ccc(C#N)cc1O
X2985,C=C(C)C(O)C#N
X2986,OCc1nc(C(F)(F)F)cs1
X2987,OCc1cccc2ncccc12
X2988,Oc1ccnc2c(F)cccc12
X2989,CNc1cccc(CO)c1
X2990,N#Cc1ccc(CO)c(Cl)c1
X2991,COc1ccc(C(O)CN2CCOCC2)cc1OC
X2992,N#Cc1ccc(O)cc1Cl
X2993,CC(C)C1(O)CNC1.Cl
X2994,CC(O)CNC1CCCC1C
X2995,CNCc1ccc(CO)o1
X2996,CC(C)C(C)NC1CCC(O)CC1
X2997,CC(O)CN1CCNCC1
X2998,CC(C)(C)c1ccnc(O)c1
X2999,CC(C)[C@H]1CC[C@@H](C)C[C@@H]1O
X3000,OCC1=CCCCO1
X3001,CC(CO)NC1CCN(C)CC1
X3002,CC(C)(C)OC(=O)N1CCCC[C@@H]1CO
X3003,CC1(C)CC(O)C(C)(C)O1
X3004,CS(=O)(=O)N1CCCC(CO)C1
X3005,CC(C)(C)OC(=O)N[C@H]1CC[C@@H](CO)CC1
X3006,O=C1CCc2ccc(O)cc2N1
X3007,CC(O)CCc1c(Cl)cccc1[N+](=O)[O-]
X3008,OCc1ccc(Cl)cn1
X3009,OC1(c2ccc(Br)cc2)CC1
X3010,CNC(=O)CNCC1(O)CCCC(C)C1
X3011,N#CC1(NCCO)CCCCC1
X3012,CC(C)(O)CNC1CC1
X3013,C=CC(C)(CO)CCOC
X3014,OCc1csc2ccccc12
X3015,COC(=O)C(C)(C)CO
X3016,C=C(Br)CO
X3017,Cc1ccc(C(C)(C)C)c(O)c1F
X3018,COCC[C@H](C)O
X3019,CC1CCN(C(=O)OC(C)(C)C)CC1O
X3020,CNC(C)(CO)c1ccccc1.Cl
X3021,N[C@H]1CCCC[C@@H]1O
X3022,COc1cc(CO)ccc1[N+](=O)[O-]
X3023,CN=C(c1ccccc1)C1(O)CCCC1.Cl
X3024,CC(C)Oc1ncc(CO)cc1Cl
X3025,CC(CO)NCc1ccccn1
X3026,OC(c1ncc[nH]1)C1CCNCC1
X3027,CCNC(CO)c1ccccc1
X3028,CCC(Cc1ccccc1)NCCO
X3029,CCC(CO)NCc1ccccc1
X3030,CCC(CO)NCc1ccncc1
X3031,CCc1ccc(CNCCO)cc1
X3032,Cc1ccc2c(c1)C(NCCO)CC2
X3033,CC1(C)CCC(NCCO)CC1
X3034,CC1(C)CC(NCCO)C(C)(C)O1
X3035,Cc1cc(O)ccn1
X3036,Cc1ccc(F)cc1O
X3037,C=CC(C)O
X3038,Nc1cc(CO)ccn1
X3039,COc1cccc2c(O)c(C)cnc12
X3040,CCOC(=O)c1nc2c(OC)cccc2c(O)c1C
X3041,CCOC(=O)C(F)(F)C(C)(C)O
X3042,OC(c1ccccc1)c1nnc[nH]1
X3043,Nc1ccc(Br)c(O)c1
X3044,Oc1cccc2c(Br)ccnc12
X3045,OCc1nc(=S)[nH][nH]1
X3046,Cc1csc(C(C)O)n1
X3047,Nc1ccc(C(=O)NC2CCCCC2)c(O)c1
X3048,O=[N+]([O-])CC(O)(c1ccccc1)C(F)(F)F
X3049,CC(C)(CO)NCC1CCC1
X3050,CNCC1(CO)CC1
X3051,CC(C)(C)OC(=O)N1CCCC[C@H]1CO
X3052,CCC(C)C(C)NCCO
X3053,CC(NCCO)c1ccc(F)c(Cl)c1
X3054,COc1ccc(C(C)NCCO)cc1F
X3055,OCCNC1CCC2(CC1)OCCO2
X3056,CC(NCCO)c1ccc(F)cc1F
X3057,CC(NCCO)c1ccc(F)c(F)c1
X3058,COc1cc(C)ccc1C(C)O
X3059,CCC(NCCO)c1ccc(F)cc1
X3060,CC(NCCO)c1ccc2c(c1)OCO2
X3061,CC(NCCO)c1ccccc1F
X3062,CC(NCCO)c1cccnc1
X3063,CC(NCCO)c1ccncc1
X3064,CC(CCc1ccccc1)NCCO
X3065,OCCNC1CCCCc2ccccc21
X3066,CCn1cc(CCO)cn1
X3067,OCc1ccc(Br)c(Cl)c1
X3068,OCc1cncn1Cc1ccccc1
X3069,C[C@H](CO)N1C(=O)c2ccccc2C1=O
X3070,COc1cc(C)ccc1[C@@H](C)O
X3071,C[C@H](O)c1ccc(Cl)cn1
X3072,COc1cc(C)ccc1[C@H](C)O
X3073,COc1cccc2c(O)ccnc12
X3074,C[C@@H](O)c1ccc(Cl)cn1
X3075,CC(NCCO)c1ccc(Cl)c(Cl)c1Cl
X3076,CNc1cc(CO)ccn1.Cl
X3077,CC1CNCC(CO)O1
X3078,OC(O)(c1cccnc1)C(F)(F)F
X3079,Oc1ccccc1CNCc1ccccn1
X3080,CCc1ccc(C(CC)NCCO)cc1
X3081,CC(NCCO)c1ccc(F)cc1Cl
X3082,COC(=O)C1CCCC(O)C1
X3083,N#Cc1cc(F)ccc1N1CCCC(O)C1
X3084,CC(C)(O)c1cccc(Br)c1N
X3085,CC(CO)N1CCCNCC1
X3086,CCCc1cc(O)n2ncnc2n1
X3087,CC(C)(O)c1nnc(N)o1
X3088,CCC(O)(CC)CC#N
X3089,CCCCNCc1ccccc1O
X3090,O=C1NCc2ccc(O)cc21
X3091,CC1CCNC1CO
X3092,OCc1ccccc1C1CCNCC1
X3093,CCC(O)CC#N
X3094,CCCC(C)O
X3095,O=[N+]([O-])c1ccc2c(O)ccnc2c1
X3096,CC(C)(CO)NCc1ccsc1
X3097,CC1CCCC1NCC(C)(C)O
X3098,OCCOCCNC1CCC1
X3099,CCOC(=O)N1CCC(NCCO)CC1
X3100,OCCNCc1cccs1
X3101,OCCNC1CCc2ccccc2C1
X3102,OCCCNCc1ccccn1
X3103,CCC(CO)NCc1ccccn1
X3104,OCCOCCNCCc1ccccc1
X3105,Oc1ccccc1CNC1CC1
X3106,CSc1ccc(CNCCO)cc1
X3107,CNCC1CC(O)C1
X3108,Oc1cnc2ccccc2c1
X3109,CC(Cl)C(=O)NC(C)(C)CO
X3110,CC1(O)CCNC1.Cl
X3111,O=C(OCC1c2ccccc2-c2ccccc21)N1CCN(CCO)CC1
X3112,CC(O)C(C)(CN)Cc1ccccc1
X3113,CC(C)N(CCO)C(=O)OCC1c2ccccc2-c2ccccc21
X3114,O=[N+]([O-])c1cc(Br)c(F)cc1O
X3115,CC(C)CNCc1cccc(O)c1
X3116,OCc1c(F)cc(C(F)(F)F)cc1F
X3117,CC(C)(C)OC(=O)Cc1ccc(O)cc1
X3118,Oc1cc(F)cc(I)c1
X3119,CC(C)(C)C(O)c1ccc(C(F)(F)F)cc1
X3120,CC(C)=CC(C)O
X3121,CCOC1CC(O)(CN)C1(C)C.Cl
X3122,CC(O)CCCCl
X3123,COCCCOCCO
X3124,CCc1nc(C)ccc1O
X3125,CC(C)[C@H](N)C(C)(C)O
X3126,OCc1ccc(OC(F)(F)F)cc1F
X3127,NS(=O)(=O)c1ncccc1O
X3128,OCCNCc1ccc(Cl)cc1
X3129,CC(C)Oc1cc(F)ccc1O
X3130,Cl.NC(=O)C1(O)CCNC1
X3131,Nc1ccc2c(c1)NC(CO)CO2
X3132,COCCCCNCc1cccc(O)c1
X3133,Oc1cccc(C(F)(F)F)c1
X3134,Cn1cc(N)c(C(=O)N2CCCC2CO)n1
X3135,OCc1nc2ccc(Cl)nc2[nH]1
X3136,Cc1cccc2c1OCC[C@H]2O
X3137,OCC1(Cc2ccccc2)CCCN1
X3138,CC#CCOc1ccc(C(C)O)cc1
X3139,Cc1cc(CN)cc(C)c1O.Cl
X3140,Nc1ccc2c(O)ccnc2c1
X3141,CCCCN(C)CC(O)c1ccc2c(c1)OCCO2
X3142,OCC1(c2ccccc2)CCCC1
X3143,CCc1cc2c(=O)[nH]c(-c3cccc(O)c3)nc2s1
X3144,Cn1ncc2c(N3CCCCC3CO)ncnc21
X3145,OCCNCc1ccco1
X3146,OCCNC1CC2CC1C1CCCC21
X3147,CCc1cc2c(=O)c(-c3nc4ccccc4s3)coc2c(CN2CCCCC2)c1O
X3148,N#CCC1(O)CCCC1
X3149,Br.Br.Nc1cc(O)c2ncccc2c1
X3150,CCNc1ccc(O)cc1.Cl
X3151,CC1CC(O)CN1.Cl
X3152,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Cl)ccc1O
X3153,C[C@@H](O)C(=O)[O-].[Li+]
X3154,OCCCNCCc1ccccc1
X3155,OCCCNCc1ccco1
X3156,Cc1cnc(CO)c(C)c1[N+](=O)[O-]
X3157,C#CCOc1ccc(C(O)CC)cc1
X3158,CCc1ccc(C(O)CNCc2ccccc2)cc1
X3159,Oc1cccc(-c2ccccn2)c1
X3160,Nc1nc(Cl)ccc1O
X3161,Cn1ncc2c(N(CCO)C3CCCC3)ncnc21
X3162,O=C(Nc1ccccc1CO)c1ccc(F)cc1
X3163,Oc1ccc(Oc2ncc(Br)cn2)cc1
X3164,Cl.NCC(O)C(F)F
X3165,O=C(OCC1c2ccccc2-c2ccccc21)N1CCC(O)CC1
X3166,Oc1ccc(-c2nnc3n2CCCC3)cc1
X3167,CC(CN)(CO)Cc1ccccc1
X3168,C#CC(CC)Oc1ccc(CO)cc1
X3169,CCC(CO)NC(=O)OCC1c2ccccc2-c2ccccc21
X3170,OC1(c2ccccc2Cl)CCC1
X3171,CC1(C)CCC(CO)O1
X3172,COc1ccc(CNCCCO)cc1
X3173,OCCCNCc1ccccc1Cl
X3174,Nc1ccc(Br)c(O)n1
X3175,CCCn1cc(O)cn1
X3176,CC(C)(O)C1CNC1.Cl
X3177,CCC1CCc2c(O)cccc2C1
X3178,Cl.OCCNCc1ccc(Cl)cc1
X3179,CC(C)CC(CO)NC(=O)OCC1c2ccccc2-c2ccccc21
X3180,COC(=O)Cc1coc2cc(O)ccc12
X3181,OC1CCOc2ccccc21
X3182,COc1ccc(CCC(C)(C)O)cc1
X3183,Cc1ccccc1CC(N)CO
X3184,OCCOCC(F)(F)C(F)(F)F
X3185,Oc1cccc2ccc(Cl)nc12
X3186,O[C@@H]1CCOC1
X3187,O[C@H]1CCOC1
X3188,CNCCCCO
X3189,CC1CC(=O)Oc2cc(O)ccc21
X3190,CC(C)(C)c1coc(CO)n1
X3191,CC(C)Oc1cc(O)cc(Br)c1
X3192,Cl.NCC1(CO)CC1c1ccc(F)cc1
X3193,OCc1cccc(Oc2ncccn2)c1
X3194,OCc1cc(F)c(Br)c(F)c1
X3195,O=C(OCC1c2ccccc2-c2ccccc21)N1CCCC(CO)C1
X3196,COc1ccc(O)c2nc(C)ccc12.Cl
X3197,Oc1ccc(F)cn1
X3198,Nc1cc(O)c(Br)cc1Br
X3199,CCCC(C)CO
X3200,O=c1c(Oc2ccc(I)cc2)coc2cc(O)ccc12
X3201,Oc1ccc2nc(CCl)oc2c1
X3202,CCC(O)c1ncc[nH]1
X3203,Cc1nc2ccncc2cc1O
X3204,CCCCc1cc(O)ccc1N
X3205,Cc1c(C)c(O)c(C)c(C)c1N
X3206,OC1C2COC1CN(Cc1ccccc1)C2
X3207,CC(=O)OCC(N)CO.Cl
X3208,CCCC1(CO)CCCN1C
X3209,COCCOCCCO
X3210,Br.Cc1ccc2c(Cl)c(O)ccc2n1
X3211,Cc1cc(O)cc(C)c1Br
X3212,O=S(=O)([O-])c1ccc(O)cc1.[Na+]
X3213,C=CC(O)CC1CCOCC1
X3214,COC(C)(C)CCO
X3215,COc1ccc(-c2ncc(O)[nH]2)cc1Br
X3216,OCc1nc2cncnc2[nH]1
X3217,CC(CO)c1ccc(Br)cc1
X3218,COc1cc2nccc(O)c2cc1OC
X3219,C#CCc1ccc(CO)cc1
X3220,CC(O)S(=O)(=O)[O-].[Na+]
X3221,COC(=O)c1cc(Cl)c(C)nc1O
X3222,OCc1cc2sccc2[nH]1
X3223,CCOC(=O)c1cc(O)[nH]n1
X3224,CC1(C)COC(=O)C1O
X3225,COC1(CO)CCCC1
X3226,Cl.Cl.NC(CO)Cc1cccnc1
X3227,Cl.Cl.NC(CO)Cc1ccccn1
X3228,CC(C)NS(=O)(=O)c1cc(CO)ccc1F
X3229,COC(=O)C(C)(O)Cn1ccccc1=O
X3230,CCOC(=O)C(F)(F)C1(O)CCCCC1
X3231,C#CC1CCC(CO)CC1
X3232,CCOCCOCC(O)CN
X3233,Cn1cnc(-c2cccc(O)c2)n1
X3234,CN[C@H]1CC[C@H](O)CC1
X3235,C[C@@H](CO)Oc1ccc(Cl)cc1
X3236,COC1(CO)CCOCC1
X3237,CCCC1(CO)CCCN1
X3238,OCc1nc(C2CCCCC2)cs1
X3239,Cl.NNCC(O)C(F)(F)F
X3240,COc1ccc(CCC(C)=O)cc1O
X3241,Cl.OCCNCc1cccc(F)c1
X3242,OCc1cc(F)c(C(F)(F)F)c(F)c1
X3243,C[C@@H](O)COCC(F)(F)F
X3244,Cc1cc(CO)sn1
X3245,CC(C)Oc1cc(O)ccc1N.Cl
X3246,COc1cc(O)cc(C#N)c1
X3247,Cc1cccc(CO)c1Cl
X3248,COc1ccc(O)cc1N.Cl
X3249,Cn1ccnc1C(F)(F)CO
X3250,OCCOC1CCOCC1
X3251,CCCc1ccc(OC)c(O)c1
X3252,O=C(CO)NNC(=S)Nc1ccccc1
X3253,Cc1c(N)ccc2nc(O)ccc12
X3254,CC(C)C(C)(C)CO
X3255,[N-]=[N+]=Nc1ccc(CO)cc1
X3256,Cc1noc(C2(O)CCNC2)n1.Cl
X3257,CCC1CCC(NCCO)CC1
X3258,Oc1cccc2c1CC=CC2
X3259,OCCc1cc(Br)ccc1O
X3260,O=C1NCCC1CO
X3261,Cl.NCCC1CC(O)C1
X3262,O=C(NO)c1cc2ccccc2cc1O
X3263,Cl.OC1(c2ccccc2C(F)(F)F)CCNCC1
X3264,Cl.OC1(c2ccccc2Cl)CCNCC1
X3265,OC1CCc2cccnc21
X3266,CC1CCC(NCCO)CC1
X3267,CCCCOc1ccc(C(=O)OC)c(O)c1
X3268,CCC1CCCCC1NCCO
X3269,OCc1ncc(Br)cc1C(F)(F)F
X3270,Cl.OC(C1CCCNC1)C(F)(F)F
X3271,O[C@H](CCl)c1ccc(F)cc1
X3272,OCc1ccc(OC(F)(F)Cl)cc1
X3273,OCCCNC1CCC1
X3274,C=CCC(C)(O)c1ccc(OC)cc1
X3275,COc1ccc(O)cc1[N+](=O)[O-]
X3276,C[C@H](O)CNC(=O)c1ccc(O)cc1
X3277,CC(C)C1NCCC1O.Cl
X3278,OCc1cc(Cl)c(C(F)(F)F)c(Cl)c1
X3279,Cc1cc(O)ccc1C#N
X3280,CC[C@@H](O)c1ccccn1
X3281,CC[C@H](O)c1ccccn1
X3282,CNS(=O)(=O)c1cc(N)ccc1O
X3283,Cl.OCC1CC12CCNCC2
X3284,Cc1[nH]c2ccccc2c(=O)c1O
X3285,Oc1cnn(CC2CC2)c1
X3286,CC1CC(C(C)O)CCO1
X3287,CC(O)CC1CCOC1
X3288,Cl.O[C@H](c1ccccn1)C1CC1
X3289,Cl.O[C@@H](c1ccccn1)C1CC1
X3290,CC(NCCO)C1CCCCC1.Cl
X3291,CC(NCCO)C1CCCCC1
X3292,CC(NCCO)C(C)(C)C.Cl
X3293,O[C@@H](CCl)c1ccc(F)cc1
X3294,CCC(CC)NCC(O)c1ccc2c(c1)OCCO2
X3295,N#CC(O)C1CCC2(CC1)OCCO2
X3296,C#CCS(=O)(=O)c1ccc(CO)cc1
X3297,Br.Cn1cnc2c(O)cccc21
X3298,COC(=O)c1ccc(OCc2ccccc2)cc1O
X3299,COc1ccc(OC)c(C(O)C[N+](=O)[O-])c1
X3300,CCOC(=O)CC1(O)CCc2ccccc21
X3301,Oc1cnccc1-c1ccccc1
X3302,CC1(C)OCC(N)(CO)CO1
X3303,N#Cc1ccc(CO)nc1
X3304,Oc1cccc(CNc2cccc3cccnc23)c1
X3305,Cc1[nH]c2ccccc2c1C(c1cc(Cl)ccc1O)N1CCOCC1
X3306,CCC1NCCC1O.Cl
X3307,OCCC1CCCCC12OCCO2
X3308,CC(NC(=O)OC(C)(C)C)c1ccc(O)cc1
X3309,O=[N+]([O-])c1cccc(O)c1C(F)(F)F
X3310,CCCCCCCCSCCO
X3311,CC(C)(C)c1noc(CO)n1
X3312,COC(=O)C1CC(c2ccc(O)cc2)C1
X3313,O=C(Nc1ccccc1)Nc1cccc(O)c1
X3314,O=C(Nc1ccccc1)Nc1ccc(O)cc1
X3315,CCCOc1cc(N2CCC(O)CC2)ccc1N
X3316,Oc1cccc(CNc2cccc3ccccc23)c1
X3317,O=C(NCc1cccc(O)c1)Nc1ccccc1
X3318,CCc1cc(Cl)c(Cl)cc1O
X3319,Cn1cc(C(=O)c2ccccc2O)cn1
X3320,Oc1ccc(Oc2ccccc2)nc1
X3321,C[C@@H](CO)N1CCOCC1
X3322,CC1C(O)CCN1C(=O)OC(C)(C)C
X3323,OCc1csc(C(F)(F)F)n1
X3324,C=C(C)c1ccc(CO)cc1
X3325,OCCSc1ccc(Br)cc1
X3326,C#CCOC1CCC(CO)CC1
X3327,OCc1c(F)c(F)c(C(F)(F)F)c(F)c1F
X3328,Cl.OC[C@@H]1COCCN1
X3329,OCc1ccn(-c2ccc(F)cc2F)n1
X3330,COC(=O)c1coc(C(C)O)c1
X3331,OCc1c(F)c(F)c(Br)c(F)c1F
X3332,N#CCc1cccc(O)c1
X3333,C#Cc1ccc(CO)cc1
X3334,OCC(F)(F)c1nccs1
X3335,COC1(CO)CCCCC1
X3336,COC(=O)c1ccc(O)cc1OC
X3337,CCOC[C@@H](C)O
X3338,N#CCC(O)c1ccc(Cl)c(Cl)c1
X3339,CCOC1CC1CO
X3340,OCc1cc(Cl)c(Br)c(Cl)c1
X3341,Cc1cc(-n2ccnc2)ccc1CO
X3342,Cc1ccc2c(CCl)ccc(O)c2n1.Cl
X3343,Cc1c([C@@H](C)O)oc2ccccc12
X3344,Cc1c([C@H](C)O)oc2ccccc12
X3345,Cn1ncnc1-c1cccc(O)c1
X3346,CC(O)CCC(=O)[O-].[Na+]
X3347,CN(C)c1ccc(O)cc1
X3348,Cc1cc(O)cc(C(F)(F)F)c1
X3349,Cl.NC(CO)Cc1ccc(F)cc1
X3350,OCc1ccc(I)c(C(F)(F)F)c1
X3351,OCc1nncn1-c1ccccc1
X3352,NCC(CO)Cc1cccnc1
X3353,CC1CN(Cc2ccccc2)CC1CO
X3354,O=C1CC(CCO)CN1
X3355,OCc1nccn1-c1ccccc1
X3356,Cc1cc(O)c2ccc(Cl)cc2n1
X3357,Cc1cnc(O)c(Br)c1
X3358,CC(C)N1CC(O)C1
X3359,OCc1cc(Br)c(Cl)c(Br)c1
X3360,NCC(CO)CC1CCCCC1
X3361,CCCN(CCC)CCCO
X3362,Oc1cc(I)cc(I)c1
X3363,Cc1nc(N)c(C(=O)NCCO)n1C
X3364,N#CC(CO)Cc1cccc(Br)c1
X3365,Cl.Cl.NCC(CO)Cc1cccnc1
X3366,OCc1ccc(OCC2CC2)cc1
X3367,NC1c2ccccc2CCC1CO
X3368,O=C1CCCCC1CCO
X3369,CC#Cc1ccc(CO)cc1
X3370,O=C(OCC1c2ccccc2-c2ccccc21)N1CCC(O)C1
X3371,CCOCC(C)O
X3372,OCCNCc1cccc(Cl)c1
X3373,N#CC1CCC(CO)CC1
X3374,Br.Cc1cc(C)c2cccc(O)c2n1
X3375,Cl.OCCNCc1cccc(Br)c1
X3376,O=[N+]([O-])c1ccc(O)cc1CBr
X3377,OC1CCCCC1c1cccnc1
X3378,CSc1ccc(CO)s1
X3379,O=C(CO)c1ccc(Cl)c(Cl)c1
X3380,Cc1ccc(Br)c(O)c1F
X3381,Nc1nc(Cl)cc(N2CCCC(O)C2)n1
X3382,OCc1cc(F)ccc1-n1cncn1
X3383,Cl.Cl.NCCN1C2CCC1CC(O)C2
X3384,COc1cc(O)ccc1[N+](=O)[O-]
X3385,CN1CCC(CO)CC1=O
X3386,CC(O)c1ccnc(Cl)c1
X3387,CCn1c(=O)n(CC(C)O)c2ccccc21
X3388,Cc1ccc(CO)c(Cl)c1
X3389,OCC1Cc2ccccc2C1
X3390,Oc1ccccc1C1CC1
X3391,OCc1ncnn1CC(F)F
X3392,NS(=O)(=O)N1CCC(O)CC1
X3393,Cl.NC(CO)CC1CC1
X3394,CC(CO)C(N)c1ccc(Br)cc1.Cl
X3395,C[C@@H](O)C1(C)CCCO1
X3396,OCC1CCc2ccccc2C1
X3397,CC(C)(C)OC(=O)N1CCC[C@H](O)C1
X3398,CC(O)C1(C)CCCO1
X3399,OCC12CCCN1CCC2
X3400,CC1OCCC1(O)CN
X3401,Cc1cc(Br)cc(CO)c1
X3402,CC1NCCC1O.Cl
X3403,OC1CC(OCc2ccccc2)C1
X3404,OCC1(c2ccccc2)CCOCC1
X3405,Nc1cccc(N2CCOC(CO)C2)c1
X3406,OCc1cc(C(F)(F)F)on1
X3407,OCc1cc(O)ccc1Cl
X3408,Cl.NCC(O)c1cc(F)cc(Cl)c1
X3409,OCc1ccc(Cl)cc1I
X3410,CC(C)C1CC(O)c2ccccc21
X3411,CC(C)(C)c1ncc(CO)s1
X3412,Cc1noc([C@H]2C[C@H](O)CN2)n1.Cl
X3413,Cc1cc(C(F)(F)F)ccc1O
X3414,N#Cc1ncccc1O
X3415,CCC(=O)c1ccc(C)cc1O
X3416,OCc1sccc1Cl
X3417,OC1CCN(CCF)C1
X3418,CC(O)Cc1ccccn1
X3419,OCCc1cn(-c2ccc(F)cc2)nn1
X3420,CC1(C)CC(O)C1
X3421,Cc1cc(SCCO)ccc1N
X3422,Cc1ccc([C@@H](O)CN)cc1.Cl
X3423,OCc1cccc(Oc2ccccn2)c1
X3424,OCc1ccc(N2CCOCC2)cc1
X3425,OCc1cccnc1Br
X3426,Oc1cc(Cl)c(Br)cc1Cl
X3427,COCC(N)CO.Cl
X3428,Cl.OC1(c2ccccc2)CCCNCC1
X3429,OC1CCN(Cc2ncccn2)CC1
X3430,NCc1ccc(F)cc1O
X3431,CC(C)(C)OC(=O)[C@H]1CCCN1CCO
X3432,Cc1ccc([C@H](O)CN)cc1.Cl
X3433,OC1(c2cc(F)cc(F)c2)CCCC1
X3434,OCCn1ccnc1
X3435,O=[N+]([O-])c1ccc(O)cc1CO
X3436,Cc1ccc(Br)cc1O
X3437,OC1CNc2ccccc2C1
X3438,OCC1(C(F)F)CC1
X3439,CC(C)(O)c1ccccc1
X3440,OCCN1CCCCCC1
X3441,CCOC(=O)c1c(O)c2ccccc2[nH]c1=O
X3442,Cc1ccc(O)cc1F
X3443,COCC(C)OCC(O)CCl
X3444,CC(C)(CO)C(N)c1ccccc1
X3445,CC(CCO)c1c[nH]c2ccccc12
X3446,O=[N+]([O-])c1ccccc1C(O)c1ccccn1
X3447,CCOC(=O)C(F)(F)C(C)O
X3448,COC(=O)c1ccncc1O.Cl
X3449,OCC1CN(c2ncccn2)CCO1
X3450,Cc1cc(N)cc(OCCO)c1.Cl
X3451,N#Cc1cc(Br)cc(CO)c1
X3452,CN(CCO)C1CC1
X3453,CC(C)(C)OC(=O)NCC(CO)Cc1ccncc1
X3454,Oc1cn[nH]c1
X3455,Cc1cc(F)cc(Br)c1O
X3456,Cc1cc(O)n(CCCN(C)C)c(=O)c1C#N
X3457,O[C@H]1CCN(Cc2ccc(F)cc2)C1
X3458,COC(=O)c1cc2c(C(F)(F)F)cc(O)nc2s1
X3459,CC(O)(C(=O)[O-])c1ccccn1.[Na+]
X3460,CC(O)CI
X3461,OCc1ccc(OC(F)(F)F)cc1Cl
X3462,O[C@H]1C[C@H](c2ccccc2)C1
X3463,OC[C@@H]1CCCN1Cc1cccc(F)c1
X3464,Cc1cc(C)c(CO)c(F)c1
X3465,[N-]=[N+]=Nc1ccccc1CO
X3466,COC(=O)C(O)c1cccc(OC(F)(F)F)c1
X3467,OCCC1CSC1
X3468,COC(=O)[C@H]1C[C@@H](O)CN1C(=O)OC(C)(C)C
X3469,Cc1ncc(C(C)O)c(C)n1
X3470,C[C@@H](O)CC1CCCCC1
X3471,Nc1cc(-c2cccnc2)nn1CCO
X3472,Cc1cc(Cl)nc(CO)n1
X3473,OC(CC(F)(F)F)c1ccccc1
X3474,[N-]=[N+]=Nc1cc(Br)ccc1O
X3475,COCCc1ccccc1O
X3476,Cc1nc(CO)c[nH]1
X3477,O=[N+]([O-])c1cc(F)c(F)cc1O
X3478,O=S(=O)(Nc1nncs1)c1ccc(O)cc1
X3479,Cn1ncc(CO)c1C(F)F
X3480,CN(C)C=CC(=O)c1ccc(F)cc1O
X3481,Cc1nc2ccc(CO)cc2s1
X3482,CC(C)(C)OC(=O)NCCOCCO
X3483,CC(O)c1ccc(C(F)(F)F)cc1
X3484,COC(=O)c1ccc(Br)cc1O
X3485,Cl.NCC1(CO)CC(c2ccccc2)C1
X3486,C#Cc1ccc(CO)nc1
X3487,Oc1cc(Br)cc(F)c1F
X3488,CC(O)c1nnn[nH]1
X3489,Oc1cccc(-c2nccs2)c1
X3490,OCc1cnn(CC(F)F)c1
X3491,CC(O)c1cnc(C2OCCO2)s1
X3492,N#CC(CO)Cc1ccccc1Br
X3493,COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
X3494,O=C1CCOc2c1ccc(O)c2F
X3495,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(O)ccc1-2
X3496,COC(=O)c1ccc(N)cc1O
X3497,CCOC(=O)C(F)(F)C1(O)CCCC1
X3498,CC(C)(C)c1cnc(CO)s1
X3499,C=CCOC(=O)N1CCC(O)CC1
X3500,Cc1cccc(CNCCO)c1.Cl
X3501,O=C(OCC1c2ccccc2-c2ccccc21)N1CCC(CO)C1
X3502,COC(=O)c1cn(CCO)nn1
X3503,OCCc1ccccc1O
X3504,CCN(CCN)CCCO.Cl.Cl
X3505,CCCCc1cc(=O)oc2c(C)c(O)ccc12
X3506,O=c1oc2cc(O)c(Cl)cc2c2c1CCCC2
X3507,O=c1oc2cc(O)ccc2c2ccccc12
X3508,Cl.Cl.NCCN1CCC(CCO)C1
X3509,CCCCCCCCCC(C)CCO
X3510,Cl.Nc1ccc(S(=O)(=O)CCO)cc1F
X3511,CCOC(=O)c1cccc(C)c1O
X3512,O=C(c1ccc(Cl)cc1)N1CCC(O)CC1
X3513,Cc1cc(O)c(C)cc1N
X3514,OCCNC1CCCCCC1
X3515,OCCc1cc(Cl)cc(Cl)c1
X3516,CCCc1cc(=O)oc2cc(O)c(Cl)cc12
X3517,Cc1cc(O)n(CC(C)C)c(=O)c1C#N
X3518,Cl.OCCC1CNCCN1
X3519,Br.CN1CCc2cc(O)ccc21
X3520,CC1(C)CNCC1O.Cl
X3521,CCC(CC)CO
X3522,COc1cccc(C2(O)CCN(C(=O)OC(C)(C)C)CC2)c1
X3523,CCCC(N)C(O)c1ccccc1
X3524,CCC(C)(C)c1cc(N)n(CCO)n1
X3525,Cc1cccc(CC2(O)CCNCC2)c1.Cl
X3526,Cl.OC1CNC(c2ccccc2C(F)(F)F)C1
X3527,Cc1c(O)ccc2c3c(c(=O)oc12)CCCC3
X3528,Cc1c(F)c(=O)oc2cc(O)ccc12
X3529,O=c1oc2cc(O)c(Cl)cc2c2c1CCC2
X3530,Cc1cc(O)c2c(C)cc(=O)oc2c1
X3531,O=c1oc2cc(O)c(Cl)cc2c2ccccc12
X3532,Cc1c(C)c2cc(Cl)c(O)cc2oc1=O
X3533,CCCC(=O)c1cc2ccc(O)cc2oc1=O
X3534,CCCCc1cc(=O)oc2cc(C)cc(O)c12
X3535,OC1CCc2[nH]cnc2C1
X3536,NCC(CO)C1CCOC1
X3537,OCC#CC(F)(F)F
X3538,Cl.Cl.OC1(Cc2ccncc2)CCNCC1
X3539,Cl.O[C@H]1C[C@H](N2CCOCC2)C1
X3540,Cc1nc2ccc(O)cc2c(=O)n1N
